fecha,base_monetaria,brecha_usd,cer,inflacion,leliq,reservas,tasa_depositos_30_dias,tasa_pase_pasivas_1_dia,usd_general,usd_minorista,usd_oficial,uva
2021-10-31,3032867.736842105,90.73347368421052,35.691325806451616,3.5,2158893.3157894737,42939.42105263158,34.25,32.0,189.31578947368422,104.76684210526315,99.25105263157894,89.99064516129032
2021-11-30,3151509.523809524,99.90165238095237,36.88999666666667,2.5,2125233.904761905,42472.666666666664,34.27428571428571,32.0,200.52380952380952,105.83190476190475,100.31095238095239,92.99499999999999
2021-12-31,3383347.35,96.77348500000001,38.13904838709678,3.8,2134478.3,40627.4,34.275999999999996,32.0,200.5,107.4385,101.89,96.18129032258064
2022-01-31,3702429.095238095,103.88257142857144,39.2089935483871,3.9,2906334.904761905,38995.42857142857,36.813809523809525,32.0,212.02380952380952,109.48095238095237,103.9847619047619,98.86709677419356
2022-02-28,3766891.1578947366,101.04793684210527,40.59164642857143,4.7,3700822.263157895,37286.68421052631,38.17421052631579,32.473684210526315,213.71052631578948,111.94631578947369,106.30947368421053,102.32035714285715
2022-03-31,3663134.8095238097,84.34735238095239,42.25792258064516,6.7,4153142.1904761903,38588.47619047619,40.2,33.785714285714285,201.76190476190476,114.92095238095239,109.45952380952382,106.46774193548387
2022-04-30,3615568.8421052634,76.22716842105262,44.31647666666667,6.0,4532421.421052632,42987.63157894737,42.938947368421054,35.28947368421053,199.73684210526315,118.69526315789474,113.33526315789473,111.58833333333334
2022-05-31,3708232.95,73.51245,47.16744193548387,5.1,4979966.95,41639.1,45.182,36.825,204.35,123.20250000000001,117.77550000000001,118.7416129032258
2022-06-30,3896192.45,77.89317,49.95173,5.3,5390172.7,40867.6,47.785000000000004,38.7,218.45,127.99249999999999,122.7385,125.78333333333333
2022-07-31,4215983.047619048,126.13203809523809,52.585070967741935,7.4,5863275.666666667,40408.04761904762,50.8752380952381,44.45238095238095,290.76190476190476,135.21238095238095,128.4452380952381,132.48258064516128
2022-08-31,4298228.454545454,116.41910000000001,55.52851612903226,7.0,6029175.909090909,37142.22727272727,60.91227272727272,61.04545454545455,292.72727272727275,142.29272727272726,135.29090909090908,139.8006451612903
2022-09-30,4180569.714285714,95.85346666666666,59.43111,6.2,6510639.476190476,37232.71428571428,66.96285714285715,67.38095238095238,281.45454545454544,150.42380952380952,143.62714285714287,149.60533333333333
2022-10-31,4229952.7894736845,88.8540052631579,63.58443870967742,6.3,7238006.684210527,39088.42105263158,69.68578947368421,70.0,288.1578947368421,159.47263157894736,152.59421052631578,159.99225806451614
2022-11-30,4400164.428571428,86.13675238095239,67.55743333333334,4.9,7465777.0,37925.857142857145,69.5604761904762,70.0,301.85714285714283,169.15285714285716,162.12,170.094
2022-12-31,4821671.55,89.48364000000001,71.70550322580645,5.1,7952505.4,40820.9,70.061,70.0,327.85,179.9835,172.9045,180.55
2023-01-31,5292718.863636363,101.54578636363637,75.36324193548387,6.0,8217545.136363637,43159.86363636364,70.38454545454546,70.9090909090909,367.40909090909093,189.60772727272726,182.24454545454546,189.87354838709678
2023-02-28,5237316.222222222,97.15373333333334,79.12315714285715,6.6,8559014.944444444,39898.77777777778,70.29666666666667,72.0,378.1,199.08944444444444,191.89222222222222,199.18392857142857
2023-03-31,5166708.090909091,88.00688636363635,83.98062903225807,7.7,8929759.181818182,37943.09090909091,71.44727272727272,72.0,381.8636363636364,210.33999999999997,203.10636363636365,211.42774193548388
2023-04-30,5200756.166666667,95.03650588235294,89.58619,8.4,9618226.333333334,36971.944444444445,74.77944444444444,74.27777777777777,422.05882352941177,223.62333333333333,216.55777777777777,225.39833333333334
2023-05-31,5394247.0,107.68911,96.52574193548386,7.8,10719434.6,33545.0,89.771,88.3,480.15,241.49099999999999,231.1915,242.66129032258064
